Hugo_Symbol,tumor_mean,normal_mean,log2_fold_change,abs_log2_fold_change
HRASLS5,3.508138082513913,5.759412402002012,-2.2512743194880995,2.2512743194880995
PPARGC1A,5.941902061203631,8.191270180297746,-2.2493681190941146,2.2493681190941146
MELK,5.285965213934319,3.038519174307783,2.2474460396265363,2.2474460396265363
KLK15,6.314308193081411,4.068255667812344,2.246052525269067,2.246052525269067
UNC5A,5.858539545602217,3.614163868631467,2.24437567697075,2.24437567697075
PRAC,10.675199791918967,8.433575312350188,2.241624479568779,2.241624479568779
WISP2,5.1764716022365675,7.417878548784243,-2.2414069465476754,2.2414069465476754
CPA6,4.506744725504547,6.74667644525643,-2.2399317197518824,2.2399317197518824
DNAH8,7.459192375539768,5.220053172716687,2.2391392028230808,2.2391392028230808
NDRG4,5.588412733812358,7.82650111242264,-2.238088378610281,2.238088378610281
INSM1,5.838342030533224,3.604133743656582,2.2342082868766417,2.2342082868766417
VSNL1,4.361099663348624,6.587846875443797,-2.226747212095173,2.226747212095173
HOXD13,6.300981798266601,8.526087169481219,-2.2251053712146174,2.2251053712146174
CCDC78,5.361638355809191,3.1425699400742153,2.219068415734976,2.219068415734976
CNTFR,4.821007567781672,7.033968317491944,-2.2129607497102715,2.2129607497102715
CXCL13,4.515899289929215,6.72682407315334,-2.210924783224125,2.210924783224125
ADRA1A,4.659009012542004,6.866349020521486,-2.2073400079794823,2.2073400079794823
EDN3,4.157034865700219,6.3627751294441435,-2.205740263743924,2.205740263743924
SLC18A2,3.9234438041317827,6.1285673728493695,-2.2051235687175867,2.2051235687175867
MYOCD,7.093500413219123,9.295436619848047,-2.2019362066289245,2.2019362066289245
CD38,7.374537551631074,9.571272274803418,-2.1967347231723435,2.1967347231723435
HSPB8,10.092928353424577,12.285103138306868,-2.1921747848822903,2.1921747848822903
NRG2,3.9181281970896085,6.107895320273796,-2.1897671231841875,2.1897671231841875
ERN2,3.5448844269695448,5.731418692173952,-2.186534265204407,2.186534265204407
EPHA10,7.601142147311378,5.418511978766096,2.1826301685452814,2.1826301685452814
FAT3,5.918507164893435,8.100278354790648,-2.181771189897213,2.181771189897213
CA3,3.9383779846437568,6.119770602425405,-2.181392617781648,2.181392617781648
BNIPL,5.381886015562973,7.5627346770282315,-2.1808486614652587,2.1808486614652587
VTCN1,5.041867065160824,7.220726031230152,-2.1788589660693276,2.1788589660693276
IP6K3,4.451375268763652,6.622194740257815,-2.1708194714941635,2.1708194714941635
GJB4,3.2872224299490567,5.44933518181064,-2.1621127518615832,2.1621127518615832
SNCG,7.082457334432992,9.24215925155917,-2.1597019171261786,2.1597019171261786
CASQ1,3.8907848908259237,6.047188185812094,-2.1564032949861702,2.1564032949861702
GNAO1,6.994572915620471,9.145084650909837,-2.150511735289366,2.150511735289366
MUC15,4.075306991700357,6.2257468584717195,-2.1504398667713627,2.1504398667713627
PCAT18,8.132316626576012,5.982403003129715,2.149913623446297,2.149913623446297
PAK7,3.059526148778965,5.205262164053028,-2.145736015274063,2.145736015274063
GSTP1,10.201592923854614,12.340597704930872,-2.139004781076258,2.139004781076258
LTF,11.049162040256517,13.187964735079841,-2.1388026948233243,2.1388026948233243
SMOC1,8.145428279498681,10.283623998929993,-2.1381957194313124,2.1381957194313124
SLC16A5,6.610570496096382,8.747727201459124,-2.1371567053627425,2.1371567053627425
SPON2,13.651194130182581,11.526510416573872,2.124683713608709,2.124683713608709
UBXN10,5.342328623042614,7.465486330978072,-2.1231577079354578,2.1231577079354578
GSTM2,8.278169441726583,10.399170164693707,-2.121000722967125,2.121000722967125
CLVS2,2.8861249613738393,5.007075910216206,-2.1209509488423666,2.1209509488423666
PLP1,5.678835852870432,7.799286764250427,-2.1204509113799945,2.1204509113799945
MIR205HG,6.847580154515939,8.964754229195911,-2.117174074679972,2.117174074679972
LDB3,7.951637817833506,10.068629241393914,-2.1169914235604086,2.1169914235604086
NCAM1,7.010045551928789,9.125692345297308,-2.1156467933685192,2.1156467933685192
UBE2C,5.990380867042739,3.8775411803783006,2.1128396866644383,2.1128396866644383
ADRA1D,4.520384212388701,6.632715771581838,-2.1123315591931364,2.1123315591931364
EPR1,5.850094730379523,3.7421761739497272,2.107918556429796,2.107918556429796
ATP1A2,8.49046750186839,10.59723543400229,-2.1067679321339003,2.1067679321339003
PTGS1,7.64987625289733,9.754553434209042,-2.104677181311712,2.104677181311712
CLU,12.444799101478498,14.547747799527686,-2.102948698049188,2.102948698049188
OLFM4,8.677587978852003,10.779013708632307,-2.1014257297803045,2.1014257297803045
CCL18,5.210098517432062,3.1102426842988873,2.0998558331331747,2.0998558331331747
RRM2,7.106401860393542,5.006561191185677,2.0998406692078655,2.0998406692078655
APOC1,8.172863528740654,6.077640466707812,2.0952230620328427,2.0952230620328427
SERPINA11,5.130086344715377,3.035837705402413,2.094248639312964,2.094248639312964
FFAR2,7.431633473453676,5.339801817060662,2.0918316563930137,2.0918316563930137
CHRDL1,9.832927058462456,11.92256517060961,-2.0896381121471546,2.0896381121471546
PGM5,10.563037045817348,12.652592305885225,-2.0895552600678773,2.0895552600678773
PTGS2,8.780377962258456,10.868554580168839,-2.088176617910383,2.088176617910383
CACNA1D,9.412568379508404,7.325388870649769,2.0871795088586342,2.0871795088586342
ACOX2,6.4135257135367745,8.49737186436802,-2.0838461508312456,2.0838461508312456
GOLM1,14.60275421393622,12.520576442641381,2.0821777712948393,2.0821777712948393
PDK4,9.91703641591615,11.993685335834472,-2.0766489199183216,2.0766489199183216
MATK,6.767209247683235,4.69254761617418,2.0746616315090547,2.0746616315090547
ZNHIT2,7.7548063734613,5.681047793664414,2.0737585797968867,2.0737585797968867
TRPM8,12.937822907184948,10.864693992052205,2.0731289151327434,2.0731289151327434
MYLK,13.041938193754486,15.113512880648228,-2.071574686893742,2.071574686893742
BIRC5,5.6286281254699695,3.558084607229832,2.0705435182401373,2.0705435182401373
THBS4,9.887902837729158,7.82164743148636,2.0662554062427976,2.0662554062427976
DHDPSL,3.478446736285921,5.539969978583775,-2.061523242297854,2.061523242297854
NOS1,3.262086357381796,5.3226368837972675,-2.0605505264154713,2.0605505264154713
CRABP2,7.8025109566397575,9.861988317208736,-2.0594773605689785,2.0594773605689785
BCL8,5.738071907812807,3.6815095603862575,2.0565623474265493,2.0565623474265493
MMP10,6.295447521181463,4.242094257545094,2.0533532636363683,2.0533532636363683
ABO,3.6931681123468723,5.741818737527881,-2.0486506251810086,2.0486506251810086
SNAP25,4.92454548672979,6.971270455320711,-2.0467249685909215,2.0467249685909215
GPR172B,3.422667072146613,5.466752861278798,-2.0440857891321853,2.0440857891321853
TMLHE,5.09960988950696,7.141707177066872,-2.042097287559912,2.042097287559912
PRDM8,7.8093338115826825,9.850481541647289,-2.0411477300646066,2.0411477300646066
LRRN3,4.242110692878687,6.281529049020069,-2.0394183561413817,2.0394183561413817
DLK2,6.182171733918362,8.220101967839302,-2.0379302339209397,2.0379302339209397
NYNRIN,7.923332288426212,9.960126907622122,-2.03679461919591,2.03679461919591
CRIP3,3.256255781018791,5.292306033388199,-2.036050252369408,2.036050252369408
PCSK2,3.0658310697739126,5.096511336741373,-2.0306802669674604,2.0306802669674604
KCTD14,6.3367718623706315,8.367274059118163,-2.0305021967475314,2.0305021967475314
SLC2A9,5.198867987927281,7.221527376070957,-2.0226593881436754,2.0226593881436754
ELAVL2,5.2888984105552845,3.2704531015304417,2.018445309024843,2.018445309024843
STX19,7.458604665454841,5.441352790905418,2.017251874549423,2.017251874549423
PCDH7,8.286702117326618,10.302029706837525,-2.015327589510907,2.015327589510907
SLC14A1,9.044664847952955,11.0583049083812,-2.0136400604282443,2.0136400604282443
IQGAP3,5.809353885175646,3.7984886661530806,2.0108652190225658,2.0108652190225658
FEV,7.694131453982922,5.684211101400856,2.009920352582066,2.009920352582066
FABP5,6.85738856531457,4.84781717064981,2.0095713946647598,2.0095713946647598
PRR16,8.42851216460749,6.419224444482145,2.0092877201253447,2.0092877201253447
ANXA8,5.7428471619770445,7.749516157093075,-2.006668995116031,2.006668995116031
SNHG3,6.330172329930288,4.324180564710583,2.0059917652197043,2.0059917652197043
TMEM178,8.689556469554606,6.6850925930867025,2.004463876467904,2.004463876467904
HIF3A,5.710926164979446,7.713475392056589,-2.002549227077143,2.002549227077143
LMO3,6.647140180023785,8.649257929487849,-2.0021177494640643,2.0021177494640643
TMSB15A,9.147535562166965,7.145765304127115,2.0017702580398495,2.0017702580398495
FGFR2,8.727760709949429,10.725554315698151,-1.997793605748722,1.997793605748722
KRT15,9.695987417885297,11.686348660886694,-1.9903612430013968,1.9903612430013968
LRP1B,3.3016559536467445,5.288880534702278,-1.9872245810555333,1.9872245810555333
MKI67,8.334689262998037,6.347592376842692,1.9870968861553449,1.9870968861553449
NETO2,7.389449619807457,5.40296092031354,1.9864886994939166,1.9864886994939166
NDP,5.127130065475582,7.11252064532029,-1.985390579844708,1.985390579844708
PCSK6,9.240969941753342,7.255819698248017,1.9851502435053243,1.9851502435053243
TBX4,4.512765484974456,6.494091386438921,-1.9813259014644649,1.9813259014644649
TROAP,5.247807001542471,3.267649625764989,1.9801573757774817,1.9801573757774817
HMGCLL1,3.2190037813031624,5.197783365478831,-1.9787795841756681,1.9787795841756681
NECAB1,6.131361387580648,8.107906161319034,-1.9765447737383868,1.9765447737383868
SYNM,11.958219925333232,13.932721418682176,-1.974501493348944,1.974501493348944
KIF20A,5.837399441564989,3.8641795013130302,1.9732199402519583,1.9732199402519583
DEFB1,4.893659862037087,6.865015861577439,-1.9713559995403527,1.9713559995403527
UPK1A,5.172881940111189,7.140097539656287,-1.9672155995450975,1.9672155995450975
ARHGEF38,6.764389217006279,4.798833894255846,1.9655553227504328,1.9655553227504328
PPP1R1A,4.902231271373667,6.867414166450936,-1.9651828950772687,1.9651828950772687
CRYAB,9.241011847087556,11.205455660809935,-1.9644438137223794,1.9644438137223794
L3MBTL4,4.513190322321861,6.477409634363321,-1.9642193120414602,1.9642193120414602
GPM6A,5.68343767945633,7.646566508016104,-1.9631288285597739,1.9631288285597739
SEMA6D,5.873774728758249,7.836507017626098,-1.9627322888678487,1.9627322888678487
ID4,8.165804288234353,10.128352577002733,-1.9625482887683798,1.9625482887683798
GTSE1,5.267258297903367,3.307211373189212,1.9600469247141548,1.9600469247141548
RAB9B,3.748561652167547,5.708255842790073,-1.9596941906225256,1.9596941906225256
C20orf56,3.909199763536423,5.868470990483197,-1.959271226946774,1.959271226946774
RHBDL3,4.430415939035656,6.389015638424714,-1.9585996993890573,1.9585996993890573
SCN5A,3.397651947601776,5.356118940631282,-1.9584669930295058,1.9584669930295058
KRT7,8.810040059255602,10.766728692155194,-1.956688632899592,1.956688632899592
MUC4,6.372071615210491,8.328444561943463,-1.956372946732973,1.956372946732973
CHST9,6.054062589273662,8.010060814693214,-1.9559982254195516,1.9559982254195516
PHYHIPL,5.727958855627519,7.683390601283605,-1.9554317456560861,1.9554317456560861
SLC7A4,5.482047756661765,7.437447116624307,-1.9553993599625423,1.9553993599625423
PRKG1,4.822954217666307,6.777619344088283,-1.9546651264219754,1.9546651264219754
CCDC108,5.477387160696012,3.528051175930268,1.949335984765744,1.949335984765744
TFF3,10.680783858006603,8.736003054101316,1.944780803905287,1.944780803905287
SLITRK6,6.479711417703434,8.423279357192675,-1.943567939489241,1.943567939489241
GLDN,3.4887911580385595,5.430802648802267,-1.9420114907637074,1.9420114907637074
HMMR,5.832788105513973,3.89312876706142,1.9396593384525533,1.9396593384525533
SCN2B,4.537309784123981,6.476838099664775,-1.9395283155407936,1.9395283155407936
MMP9,7.2926140710337055,5.35561706855999,1.9369970024737153,1.9369970024737153
CDHR1,4.288610771534017,6.223055629155747,-1.9344448576217292,1.9344448576217292
ALOX15,5.146655337580419,3.212713306662442,1.9339420309179767,1.9339420309179767
SYNPO2,12.39208986695809,14.324329788592857,-1.9322399216347677,1.9322399216347677
RND2,5.6054781148422785,7.535743332937233,-1.9302652180949549,1.9302652180949549
STOX2,3.8521665058359416,5.7755553331224485,-1.923388827286507,1.923388827286507
ACTG2,13.594817423088157,15.517372966632667,-1.9225555435445099,1.9225555435445099
PRKCB,7.138924236558991,9.060261327922344,-1.9213370913633527,1.9213370913633527
LYVE1,4.755084061277103,6.675423247616261,-1.9203391863391586,1.9203391863391586
GSTM3,9.301547475719662,11.22143201541854,-1.9198845396988773,1.9198845396988773
H19,6.892257800950772,8.806447383916916,-1.9141895829661442,1.9141895829661442
GGT6,6.552196344436249,8.462793537492333,-1.910597193056084,1.910597193056084
MYH11,15.379165054034207,17.285326471889157,-1.9061614178549497,1.9061614178549497
VGLL1,3.5697049919437935,5.475862640930345,-1.906157648986551,1.906157648986551
VIT,4.131818627372774,6.037084584352237,-1.9052659569794628,1.9052659569794628
LINC00908,3.9425951261282597,5.846108695724703,-1.9035135695964431,1.9035135695964431
DPYS,4.2229756307921225,6.125675319110959,-1.9026996883188367,1.9026996883188367
C1orf190,4.844052558785606,6.746428583709695,-1.9023760249240889,1.9023760249240889
ZNF750,6.57686696203159,8.478270645457686,-1.9014036834260954,1.9014036834260954
CPNE7,6.118336184113784,4.21846622869319,1.899869955420594,1.899869955420594
KCNG3,5.197875567909043,3.3008940564673326,1.8969815114417106,1.8969815114417106
ANGPTL1,5.583515738253329,7.477614736695585,-1.8940989984422565,1.8940989984422565
ACTN2,3.6385826117323985,5.532472042777098,-1.8938894310446992,1.8938894310446992
ABCC4,13.42706160603272,11.533472125039896,1.8935894809928229,1.8935894809928229
FAM46B,6.773506275844262,8.666063033619729,-1.8925567577754663,1.8925567577754663
D4S234E,6.883640053547669,8.776136297123031,-1.892496243575362,1.892496243575362
PLAC9,4.8510959805445,6.741952114247938,-1.890856133703438,1.890856133703438
C2CD4C,5.114241194217574,3.225181452859919,1.8890597413576553,1.8890597413576553
MLC1,3.800437893579439,5.688169561727111,-1.8877316681476723,1.8877316681476723
PLA2G2A,13.143420043473714,11.256728421520316,1.886691621953398,1.886691621953398
NRG1,3.628769896865063,5.515364037272144,-1.8865941404070816,1.8865941404070816
HIST3H2A,7.594086172305408,5.7085032335464145,1.8855829387589935,1.8855829387589935
DCHS2,3.9523104523250634,5.8370349483495225,-1.8847244960244591,1.8847244960244591
B3GAT1,8.92044991403184,7.036005460609106,1.8844444534227343,1.8844444534227343
DNASE2B,7.2030551299477725,5.320428238190606,1.882626891757167,1.882626891757167
C1orf106,6.749497655213335,8.630303000133086,-1.880805344919751,1.880805344919751
ST6GALNAC2,6.374623332762905,8.254812157768127,-1.8801888250052219,1.8801888250052219
MUC6,4.170696249352657,6.050148773215852,-1.8794525238631952,1.8794525238631952
ANO5,6.43744725993575,8.314404496934461,-1.8769572369987113,1.8769572369987113
PAQR6,7.103850187799984,5.228843921070551,1.8750062667294332,1.8750062667294332
ARHGAP20,5.939253429058613,7.81200820858966,-1.8727547795310464,1.8727547795310464
FAM167A,5.265155810783255,7.137742552577435,-1.87258674179418,1.87258674179418
IQCA1,4.1742766096879835,6.04663102477952,-1.8723544150915368,1.8723544150915368
SLPI,7.777385435931816,9.64950112619946,-1.8721156902676448,1.8721156902676448
GNAL,6.489868238463673,8.35919299736109,-1.8693247588974167,1.8693247588974167
KRT14,8.199806319910637,10.068115879056249,-1.8683095591456116,1.8683095591456116
DMKN,6.592446399664159,8.456726031994686,-1.8642796323305264,1.8642796323305264
C9orf125,6.55854815351604,8.422190799540967,-1.8636426460249274,1.8636426460249274
NCAPG,5.958059569093503,4.0947100528837606,1.8633495162097429,1.8633495162097429
KCNJ5,4.987039538755696,6.849782401398482,-1.8627428626427855,1.8627428626427855
TRHDE,4.33242633391829,6.193654166131055,-1.8612278322127649,1.8612278322127649
GDF15,12.539668065196318,10.685354200746527,1.8543138644497912,1.8543138644497912
ITGB6,6.966041471157654,8.815986035746729,-1.8499445645890749,1.8499445645890749
EDAR,3.5034295057172673,5.353113133060531,-1.8496836273432637,1.8496836273432637
ADAMTS5,6.43835930086336,8.28471721785689,-1.8463579169935302,1.8463579169935302
SPDEF,13.72830811017687,11.882722140266175,1.8455859699106956,1.8455859699106956
ARL4D,6.594912244366562,8.437689457902835,-1.842777213536272,1.842777213536272
FAM107A,9.265771352912607,11.108038889397461,-1.8422675364848544,1.8422675364848544
TCEAL2,7.123670849216334,8.96520038013101,-1.8415295309146762,1.8415295309146762
HAGHL,6.127547485750646,4.286551969247087,1.8409955165035585,1.8409955165035585
TSLP,5.207261417913525,7.047259355005181,-1.8399979370916562,1.8399979370916562
DES,14.055038183478784,15.893233828876683,-1.8381956453978994,1.8381956453978994
PPP1R3C,7.349824472966477,9.184655474239765,-1.8348310012732885,1.8348310012732885
MPZ,4.589306222176998,6.42229598515509,-1.8329897629780918,1.8329897629780918
LINC01018,4.6169885022097645,6.444878711796708,-1.8278902095869434,1.8278902095869434
FLRT3,7.781834354316075,9.601643880931878,-1.8198095266158028,1.8198095266158028
TMEM108,3.5102721400087513,5.3296254072595,-1.8193532672507486,1.8193532672507486
PDZRN4,7.018215735617864,8.836022774973515,-1.8178070393556505,1.8178070393556505
IRX4,7.71651165947996,5.900088086553357,1.8164235729266034,1.8164235729266034
AK5,7.048054276601093,5.234418398230532,1.8136358783705608,1.8136358783705608
GLIS1,5.545841378190638,7.357977150173282,-1.8121357719826436,1.8121357719826436
TRIM36,9.98169366277761,8.169805361059458,1.8118883017181524,1.8118883017181524
CALML3,4.723775296052037,6.5346267621846295,-1.8108514661325925,1.8108514661325925
BEX1,4.479759951054581,6.290393355537006,-1.8106334044824246,1.8106334044824246
NTF4,4.355172808947472,6.160654724481953,-1.8054819155344806,1.8054819155344806
C16orf74,4.561394896835949,6.366639113269533,-1.805244216433584,1.805244216433584
C4orf19,5.183567288207758,6.983001238534329,-1.7994339503265708,1.7994339503265708
STXBP5L,5.574872318590036,7.373414189258611,-1.7985418706685747,1.7985418706685747
HSPA4L,5.702073144565853,7.500570008037157,-1.7984968634713043,1.7984968634713043
RAP1GAP,11.430918440216804,9.632821471292406,1.7980969689243977,1.7980969689243977
TPX2,7.263637571244342,5.4667855844901405,1.7968519867542012,1.7968519867542012
GATA5,4.607944642588984,6.402047989656409,-1.7941033470674252,1.7941033470674252
AFF2,4.089998958620362,5.8822136603445765,-1.7922147017242143,1.7922147017242143
SKA3,5.07112965172628,3.2804025126732173,1.7907271390530628,1.7907271390530628
EYA4,6.117125872910511,7.907511070577731,-1.79038519766722,1.79038519766722
DSC3,7.834272523414018,9.622769184184921,-1.7884966607709032,1.7884966607709032
B3GALT2,5.342624807944663,7.130335164636449,-1.787710356691786,1.787710356691786
BUB1B,6.006398877779991,4.218737046671361,1.7876618311086299,1.7876618311086299
ASPN,7.667308382398987,5.880599676348699,1.7867087060502884,1.7867087060502884
LASS1,5.695416279245001,3.910529327356935,1.7848869518880663,1.7848869518880663
NIPAL4,3.5826842335649123,5.367282754191679,-1.784598520626767,1.784598520626767
PIP5K1B,5.291922749715539,7.076132632877418,-1.7842098831618793,1.7842098831618793
ALDH1A2,8.063193744810874,9.8471469085104,-1.7839531636995254,1.7839531636995254
FLNC,11.677801456971638,13.460223551697593,-1.7824220947259555,1.7824220947259555
HOXB13,13.64814270893392,11.868081304811751,1.7800614041221685,1.7800614041221685
PEG10,6.241383895364034,8.021414263168063,-1.780030367804029,1.780030367804029
NRK,5.505173836378847,7.283628875150386,-1.778455038771539,1.778455038771539
SCARA3,9.039736574289464,10.818072332395019,-1.7783357581055554,1.7783357581055554
CASKIN1,5.995779175708976,4.217789875674694,1.7779893000342817,1.7779893000342817
APOBEC3G,6.808941735732391,8.585146920199314,-1.7762051844669227,1.7762051844669227
CENPM,6.01508718430355,4.239241195437697,1.7758459888658527,1.7758459888658527
ALDH1L2,5.855164461992642,7.629154606900395,-1.7739901449077529,1.7739901449077529
LGI3,4.15408475626554,5.9277676353264885,-1.7736828790609485,1.7736828790609485
AKR1B1,8.60955204904035,10.382569803377201,-1.773017754336852,1.773017754336852
SNAI2,7.481071843233327,9.253899596935948,-1.7728277537026216,1.7728277537026216
GPR109B,3.6971719065551705,5.469691372893961,-1.7725194663387907,1.7725194663387907
CPEB1,3.320905393268113,5.087666877181547,-1.7667614839134345,1.7667614839134345
ITGBL1,7.166612849942322,5.400514451591736,1.7660983983505858,1.7660983983505858
TMEM132A,9.926602522414536,8.162779957015793,1.7638225653987423,1.7638225653987423
GJB3,5.011322221936646,6.772591654681988,-1.7612694327453422,1.7612694327453422
P2RY2,3.8863522155641026,5.646443242872517,-1.7600910273084147,1.7600910273084147
ISX,5.485271679111494,3.7256923845542116,1.7595792945572826,1.7595792945572826
ZNF185,9.227656155246308,10.980967641001959,-1.7533114857556509,1.7533114857556509
PCYT1B,4.119130389222537,5.872249083098263,-1.7531186938757264,1.7531186938757264
TG,5.328297866518586,7.0814150490825245,-1.7531171825639387,1.7531171825639387
CNN1,12.459581732307283,14.212158358613996,-1.7525766263067126,1.7525766263067126
FAM176A,3.3142053088575194,5.066647086238935,-1.7524417773814154,1.7524417773814154
CAV1,10.128741708062908,11.880281334065716,-1.751539626002808,1.751539626002808
SMPDL3B,8.936642351486856,7.185842440458995,1.7507999110278618,1.7507999110278618
MS4A8B,7.80730074639556,6.057527538434391,1.7497732079611694,1.7497732079611694
LMOD1,11.391441311116665,13.141079954587182,-1.749638643470517,1.749638643470517
SLC34A2,5.030278548888826,6.779142195253595,-1.7488636463647689,1.7488636463647689
CDC20,6.304833015799823,4.556569645813314,1.7482633699865096,1.7482633699865096
CXCL17,5.37466420133838,7.121898315043385,-1.7472341137050051,1.7472341137050051
TGM1,4.680663034369394,6.4276785880703935,-1.747015553701,1.747015553701
LPHN3,4.331897447297278,6.078786494474397,-1.7468890471771186,1.7468890471771186
CEL,4.407913912019357,6.154573203422064,-1.7466592914027075,1.7466592914027075
RBMS3,4.533989247728206,6.275614146185723,-1.7416248984575171,1.7416248984575171
FOXQ1,6.114451652442247,7.855412121138831,-1.740960468696584,1.740960468696584
GNAZ,7.322929528846379,9.063677313431281,-1.7407477845849018,1.7407477845849018
ACSS3,6.281734131892553,8.021733071327402,-1.739998939434849,1.739998939434849
GPRC5B,8.074553619843151,9.81361485271168,-1.7390612328685293,1.7390612328685293
MPP2,6.7718867055856915,8.509222775082357,-1.7373360694966653,1.7373360694966653
GPR126,7.0489814231320285,8.7859143129157,-1.736932889783672,1.736932889783672
ZNF204P,6.608110962940735,8.344694286283056,-1.7365833233423213,1.7365833233423213
DGKG,4.347921675366538,6.084436678020121,-1.736515002653583,1.736515002653583
PDLIM5,14.477290800674217,12.740932213647419,1.736358587026798,1.736358587026798
C18orf34,3.980387208827334,5.715924385961165,-1.7355371771338306,1.7355371771338306
PALM3,4.522127636626509,6.256301520751218,-1.7341738841247087,1.7341738841247087
KCNAB1,7.340475009099453,9.073332843139273,-1.7328578340398195,1.7328578340398195
PTPRZ1,4.5201990479185925,6.253007579170576,-1.7328085312519832,1.7328085312519832
ANO1,9.00655116508979,10.73814840206478,-1.7315972369749897,1.7315972369749897
TRPM4,13.17118731479967,11.440796214737114,1.7303911000625565,1.7303911000625565
B3GNT8,5.018092449735169,6.747895536071125,-1.7298030863359557,1.7298030863359557
SAMD12,6.992464273473753,8.72215405343568,-1.7296897799619275,1.7296897799619275
P2RX1,6.203942418863564,7.932165328750523,-1.7282229098869593,1.7282229098869593
TWIST1,7.144935222333046,5.419422850897984,1.7255123714350615,1.7255123714350615
CENPF,7.427526642587287,5.703069589132574,1.7244570534547128,1.7244570534547128
PAQR8,7.322126096282158,9.046123170770274,-1.723997074488116,1.723997074488116
PMP2,3.339701022981896,5.0618183776654835,-1.7221173546835873,1.7221173546835873
SDS,5.728962550718102,4.007408027442056,1.7215545232760467,1.7215545232760467
DAAM2,8.329916886311214,10.049977123727492,-1.7200602374162788,1.7200602374162788
SLC6A11,5.63602142325657,3.917534783087441,1.7184866401691288,1.7184866401691288
SLITRK3,3.4095008900703596,5.127944277775303,-1.718443387704943,1.718443387704943
SYT9,4.527269208700815,6.244848644738179,-1.7175794360373633,1.7175794360373633
TGM4,7.788042162508901,9.50496774714281,-1.716925584633909,1.716925584633909
KLK2,16.823200317443607,15.10937419103598,1.7138261264076267,1.7138261264076267
NCCRP1,3.6686229040605958,5.3817790369975205,-1.7131561329369247,1.7131561329369247
PRODH,4.426867495093943,6.13758474999663,-1.7107172549026863,1.7107172549026863
FOXA1,13.288896234852434,11.57846127139674,1.7104349634556932,1.7104349634556932
RASL12,8.970432834748229,10.680061908277558,-1.7096290735293298,1.7096290735293298
CCDC85A,5.009536259411916,6.718514691957109,-1.7089784325451935,1.7089784325451935
SEMA3A,4.76118249623171,6.469219243478384,-1.7080367472466742,1.7080367472466742
GCOM1,7.918346130238483,9.625714357220701,-1.7073682269822186,1.7073682269822186
CYP27A1,9.307256908772109,11.014575257102827,-1.707318348330718,1.707318348330718
B3GNT3,5.0278553874250855,6.733602713854344,-1.7057473264292584,1.7057473264292584
PYGM,7.3666948631500695,9.070970337826207,-1.7042754746761375,1.7042754746761375
SOX15,5.567256538723394,7.271258218069074,-1.70400167934568,1.70400167934568
C11orf45,4.596800726463916,6.300756598394902,-1.7039558719309866,1.7039558719309866
LINC00930,5.2803709842019515,3.576645642775371,1.7037253414265807,1.7037253414265807
HFE,5.915136254775865,7.618551693853356,-1.7034154390774914,1.7034154390774914
HOXD11,5.012370461616389,6.715533373874019,-1.7031629122576293,1.7031629122576293
PLK1,6.050842656957163,4.348463980818826,1.7023786761383368,1.7023786761383368
KCNMB1,9.014550649644377,10.716362899821377,-1.7018122501769994,1.7018122501769994
ZNF154,4.740654887250946,6.442367215998152,-1.701712328747206,1.701712328747206
FHL1,11.17175087818424,12.872577322824622,-1.7008264446403825,1.7008264446403825
KCNQ5,4.76816386360818,6.466874460924209,-1.6987105973160288,1.6987105973160288
PODXL2,11.230177934308404,9.531999159235017,1.6981787750733872,1.6981787750733872
PIPOX,4.691050376585913,6.388627578207801,-1.697577201621888,1.697577201621888
PLLP,6.541335428683302,8.237361663543215,-1.6960262348599127,1.6960262348599127
ID1,9.215063379056778,10.91063800911822,-1.6955746300614418,1.6955746300614418
COL23A1,5.244737306479906,6.939064121218767,-1.6943268147388606,1.6943268147388606
ITPRIPL1,4.120285203103171,5.814054144593596,-1.6937689414904256,1.6937689414904256
RBP1,7.237174034852655,8.929587550667934,-1.6924135158152787,1.6924135158152787
VWCE,3.47576867935853,5.166450254999908,-1.6906815756413778,1.6906815756413778
PLCL1,7.221160762139041,8.911779403243058,-1.6906186411040167,1.6906186411040167
PLAG1,4.962234223233419,6.651878607695735,-1.6896443844623157,1.6896443844623157
NRXN1,4.875550308689277,6.561207988622453,-1.6856576799331755,1.6856576799331755
CXorf57,3.467233069121711,5.152842213147002,-1.6856091440252912,1.6856091440252912
MCOLN2,5.944776606094391,4.259703431661799,1.685073174432592,1.685073174432592
CEND1,4.336494579449573,6.021311223558639,-1.6848166441090662,1.6848166441090662
GSTM5,7.146968641079867,8.830594311066386,-1.6836256699865197,1.6836256699865197
G0S2,6.134471916697457,7.8180839438108745,-1.6836120271134174,1.6836120271134174
PTPRT,7.6025056541701375,5.919412342280334,1.6830933118898033,1.6830933118898033
PGF,6.098189911173351,7.781214953560151,-1.6830250423868005,1.6830250423868005
C5orf4,8.577449824685996,10.258195363660109,-1.6807455389741133,1.6807455389741133
BCHE,5.587829580023538,7.266976750641032,-1.6791471706174939,1.6791471706174939
FADS2,10.846256686951946,12.525363267601847,-1.6791065806499006,1.6791065806499006
SFTPA2,9.804717608266552,8.125787896439833,1.6789297118267186,1.6789297118267186
GCNT1,10.519644187410373,8.841343036850427,1.678301150559946,1.678301150559946
PTCHD1,4.93123679701601,6.608483227634981,-1.677246430618971,1.677246430618971
TOP2A,8.023217747498368,6.346675444716267,1.6765423027821011,1.6765423027821011
